AKM1MP6P0OYPR,0132793040,5.0,1365811200
A2CX7LUOHB2NDG,0321732944,5.0,1341100800
A2NWSAGRHCP8N5,0439886341,1.0,1367193600
A2WNBOD3WNDNKT,0439886341,3.0,1374451200
A1GI0U4ZRJA8WN,0439886341,1.0,1334707200
A1QGNMC6O1VW39,0511189877,5.0,1397433600
A3J3BRHTDRFJ2G,0511189877,2.0,1397433600
A2TY0BTJOTENPG,0511189877,5.0,1395878400
A34ATBPOK6HCHY,0511189877,5.0,1395532800
A89DO69P0XZ27,0511189877,5.0,1395446400
AZYNQZ94U6VDB,0511189877,5.0,1401321600
A1DA3W4GTFXP6O,0528881469,5.0,1405641600
A29LPQQDG7LD5J,0528881469,1.0,1352073600
AO94DHGC771SJ,0528881469,5.0,1370131200
AMO214LNFCEI4,0528881469,1.0,1290643200
A28B1G1MSJ6OO1,0528881469,4.0,1280016000
A3N7T0DY83Y4IG,0528881469,3.0,1283990400
A1H8PY3QHMQQA0,0528881469,2.0,1290556800
A2CPBQ5W4OGBX,0528881469,2.0,1277078400
A265MKAR2WEH3Y,0528881469,4.0,1294790400
A37K02NKUIT68K,0528881469,5.0,1293235200
A2AW1SSVUIYV9Y,0528881469,4.0,1289001600
A2AEHUKOV014BP,0528881469,5.0,1284249600
AMLFNXUIEMN4T,0528881469,1.0,1307836800
A2O8FIJR9EBU56,0528881469,4.0,1278547200
A3IQGFB959IR4P,0528881469,1.0,1327363200
AYTBGUX49LF3W,0528881469,4.0,1398470400
A24QFSUU00IZ05,0528881469,2.0,1293580800
A1NG5X8VYZWX0Q,0528881469,1.0,1286582400
A1E4WG8HRWWK4R,0528881469,5.0,1390867200
A2AOEW5UGXFOOQ,0528881469,5.0,1294790400
A2XSWV6AQI90BR,0528881469,1.0,1299974400
AR84FMFYCQCWF,0528881469,1.0,1296691200
AKM1MP6P0OYPR,0132793040,5.0,1365811200
A2CX7LUOHB2NDG,0321732944,5.0,1341100800
A2NWSAGRHCP8N5,0439886341,1.0,1367193600
A2WNBOD3WNDNKT,0439886341,3.0,1374451200
A1GI0U4ZRJA8WN,0439886341,1.0,1334707200
A1QGNMC6O1VW39,0511189877,5.0,1397433600
A3J3BRHTDRFJ2G,0511189877,2.0,1397433600
A2TY0BTJOTENPG,0511189877,5.0,1395878400
A34ATBPOK6HCHY,0511189877,5.0,1395532800
A89DO69P0XZ27,0511189877,5.0,1395446400
AZYNQZ94U6VDB,0511189877,5.0,1401321600
A1DA3W4GTFXP6O,0528881469,5.0,1405641600
A29LPQQDG7LD5J,0528881469,1.0,1352073600
AO94DHGC771SJ,0528881469,5.0,1370131200
AMO214LNFCEI4,0528881469,1.0,1290643200
A28B1G1MSJ6OO1,0528881469,4.0,1280016000
A3N7T0DY83Y4IG,0528881469,3.0,1283990400
A1H8PY3QHMQQA0,0528881469,2.0,1290556800
A2CPBQ5W4OGBX,0528881469,2.0,1277078400
A265MKAR2WEH3Y,0528881469,4.0,1294790400
A37K02NKUIT68K,0528881469,5.0,1293235200
A2AW1SSVUIYV9Y,0528881469,4.0,1289001600
A2AEHUKOV014BP,0528881469,5.0,1284249600
AMLFNXUIEMN4T,0528881469,1.0,1307836800
A2O8FIJR9EBU56,0528881469,4.0,1278547200
A3IQGFB959IR4P,0528881469,1.0,1327363200
AYTBGUX49LF3W,0528881469,4.0,1398470400
A24QFSUU00IZ05,0528881469,2.0,1293580800
A1NG5X8VYZWX0Q,0528881469,1.0,1286582400
A1E4WG8HRWWK4R,0528881469,5.0,1390867200
A2AOEW5UGXFOOQ,0528881469,5.0,1294790400
A2XSWV6AQI90BR,0528881469,1.0,1299974400
AR84FMFYCQCWF,0528881469,1.0,1296691200
AKM1MP6P0OYPR,0132793040,5.0,1365811200
A2CX7LUOHB2NDG,0321732944,5.0,1341100800
A2NWSAGRHCP8N5,0439886341,1.0,1367193600
A2WNBOD3WNDNKT,0439886341,3.0,1374451200
A1GI0U4ZRJA8WN,0439886341,1.0,1334707200
A1QGNMC6O1VW39,0511189877,5.0,1397433600
A3J3BRHTDRFJ2G,0511189877,2.0,1397433600
A2TY0BTJOTENPG,0511189877,5.0,1395878400
A34ATBPOK6HCHY,0511189877,5.0,1395532800
A89DO69P0XZ27,0511189877,5.0,1395446400
AZYNQZ94U6VDB,0511189877,5.0,1401321600
A1DA3W4GTFXP6O,0528881469,5.0,1405641600
A29LPQQDG7LD5J,0528881469,1.0,1352073600
AO94DHGC771SJ,0528881469,5.0,1370131200
AMO214LNFCEI4,0528881469,1.0,1290643200
A28B1G1MSJ6OO1,0528881469,4.0,1280016000
A3N7T0DY83Y4IG,0528881469,3.0,1283990400
A1H8PY3QHMQQA0,0528881469,2.0,1290556800
A2CPBQ5W4OGBX,0528881469,2.0,1277078400
A265MKAR2WEH3Y,0528881469,4.0,1294790400
A37K02NKUIT68K,0528881469,5.0,1293235200
A2AW1SSVUIYV9Y,0528881469,4.0,1289001600
A2AEHUKOV014BP,0528881469,5.0,1284249600
AMLFNXUIEMN4T,0528881469,1.0,1307836800
A2O8FIJR9EBU56,0528881469,4.0,1278547200
A3IQGFB959IR4P,0528881469,1.0,1327363200
AYTBGUX49LF3W,0528881469,4.0,1398470400
A24QFSUU00IZ05,0528881469,2.0,1293580800
A1NG5X8VYZWX0Q,0528881469,1.0,1286582400
